1 s a t u
2 d u a 
3 t i g a
4 ə m p a t
5 l i m a
6 ə n a m
7 t u d ʒ u h
8 d ə l a p a n
9 s ə m b i l a n
10 s ə p u l u h
11 s ə b ə l a s
21 d u a p u l u h s a t u
29 d u a p u l u h s ə m b i l a n
30 t i g a p u l u h
100 s ə r a t u s
15 l i m a b ə l a s
1879 d ə l a p a n b ə l a s t u d ʒ u h p u l u h s ə m b i l a n
berdesing	b ə r d ə s i ŋ 
berdesir	b ə r d ə s i r 
berdesis	b ə r d ə s i s 
berdesus	b ə r d ə s u s 
berdetak	b ə r d ə t a ʔ 
berdetar	b ə r d ə t a r 
berdetas	b ə r d ə t a s 
berdetik	b ə r d ə t i ʔ 
berdetus	b ə r d ə t u s 
berdialog	b ə r d i a l o g 
berdiam	b ə r d i a m 
berdiaméter	b ə r d i a m e t ə r 
berdiang	b ə r d i a ŋ 
berdiét	b ə r d i e t 
berdikari	b ə r d i k a r i 
berdiksa	b ə r d i ʔ s a 
berdiménsi	b ə r d i m e n s i 
berdinas	b ə r d i n a s 
berdinding	b ə r d i n d i ŋ 
berdindingkan	b ə r d i n d i ŋ k a n 
berdiplomasi	b ə r d i p l o m a s i 
berdiri	b ə r d i r i 
berdisiplin	b ə r d i s i p l i n 
berdiskusi	b ə r d i s k u s i 
berdoa	b ə r d o a 
berdogol	b ə r d o g o l 
berdokar	b ə r d o k a r 
berdominasi	b ə r d o m i n a s i 
berdomisili	b ə r d o m i s i l i 
berdompak	b ə r d o m p a ʔ 
berdosa	b ə r d o s a 
berduaan	b ə r d u a ʔ a n 
berdua	b ə r d u a 
berduél	b ə r d u e l 
berduét	b ə r d u e t 
berduit	b ə r d u i t 
berduka	b ə r d u k a 
berdukacita	b ə r d u k a t ʃ i t a 
berdukun	b ə r d u k u n 
berdukung	b ə r d u k u ŋ 
berduli	b ə r d u l i 
berdurasi	b ə r d u r a s i 
berdurhaka	b ə r d u r h a k a 
berduri	b ə r d u r i 
berduru	b ə r d u r u 
berdusta	b ə r d u s t a 
berdwifungsi	b ə r d w i f u ŋ s i 
beréaksi	b ə r e a ʔ s i 
berebut	b ə r ə b u t 
berédar	b ə r e d a r 
berédel	b ə r e d ə l 
beréfléksi	b ə r e f l e ʔ s i 
beregu	b ə r ə g u 
beréhat	b ə r e h a t 
berékonomi	b ə r e k o n o m i 
berékor	b ə r e k o r 
berékréasi	b ə r e ʔ r e a s i 
berékskursi	b ə r e ʔ s k u r s i 
berékspansi	b ə r e ʔ s p a n s i 
beréksperimén	b ə r e ʔ s p ə r i m e n 
beréksprési	b ə r e ʔ s p r e s i 
beremas	b ə r ə m a s 
beremban	b ə r ə m b a n 
berembang	b ə r ə m b a ŋ 
berembus	b ə r ə m b u s 
berempat	b ə r ə m p a t 
berenang	b ə r ə n a ŋ 
berencana	b ə r ə n t ʃ a n a 
berénda	b ə r e n d a 
beréndéng	b ə r e n d e ŋ 
berengau	b ə r ə ŋ a u 
berenggil	b ə r ə ŋ g i l 
beréngsék	b ə r e ŋ s e ʔ 
beréngsot	b ə r e ŋ s o t 
berengut	b ə r ə ŋ u t 
berentak	b ə r ə n t a ʔ 
beréntét	b ə r e n t e t 
beréo	b ə r e o 
bérés	b e r e s 
berés	b ə r e s 
bérét	b e r e t 
berét	b ə r e t 
berévolusi	b ə r e v o l u s i 
beréwok	b ə r e w o ʔ 
berfaédah	b ə r f a e d a h 
berfalsafah	b ə r f a l s a f a h 
berfalsafahkan	b ə r f a l s a f a h k a n 
berfantasi	b ə r f a n t a s i 
berfikir	b ə r f i k i r 
berfokus	b ə r f o k u s 
berfoto	b ə r f o t o 
berfrékuénsi	b ə r f r e k u e n s i 
berfungsi	b ə r f u ŋ s i 
bergabung	b ə r g a b u ŋ 
bergaduh	b ə r g a d u h 
bergagang	b ə r g a g a ŋ 
bergairah	b ə r g a i r a h 
bergajah	b ə r g a d ʒ a h 
bergaji	b ə r g a d ʒ i 
bergajul	b ə r g a d ʒ u l 
bergalah	b ə r g a l a h 
bergambar	b ə r g a m b a r 
berganda	b ə r g a n d a 
bergandéngan	b ə r g a n d e ŋ a n 
bergandéng	b ə r g a n d e ŋ 
berganding	b ə r g a n d i ŋ 
berganjak	b ə r g a n d ʒ a ʔ 
bergantian	b ə r g a n t i a n 
berganti	b ə r g a n t i 
bergantungan	b ə r g a n t u ŋ a n 
bergantung	b ə r g a n t u ŋ 
bergaris	b ə r g a r i s 
bergas	b ə r g a s 
bergaul	b ə r g a u l 
bergaun	b ə r g a u n 
bergaung	b ə r g a u ŋ 
bergaya	b ə r g a j a 
bergegar	b ə r g ə g a r 
bergegas	b ə r g ə g a s 
bergejolak	b ə r g ə d ʒ o l a ʔ 
bergelar	b ə r g ə l a r 
bergelegak	b ə r g ə l ə g a ʔ 
bergelembung	b ə r g ə l ə m b u ŋ 
bergelimang	b ə r g ə l i m a ŋ 
bergelimpangan	b ə r g ə l i m p a ŋ a n 
bergelombang	b ə r g ə l o m b a ŋ 
bergelora	b ə r g ə l o r a 
bergelumang	b ə r g ə l u m a ŋ 
bergelut	b ə r g ə l u t 
bergema	b ə r g ə m a 
bergembala	b ə r g ə m b a l a 
bergembira	b ə r g ə m b i r a 
bergemuruh	b ə r g ə m u r u h 
bergenang	b ə r g ə n a ŋ 
bergéngsi	b ə r g e ŋ s i 
bergerak	b ə r g ə r a ʔ 
bergeréja	b ə r g ə r e d ʒ a 
bergerigi	b ə r g ə r i g i 
bergerombolan	b ə r g ə r o m b o l a n 
bergerombol	b ə r g ə r o m b o l 
bergésékan	b ə r g e s e k a n 
bergésér	b ə r g e s e r 
bergetah	b ə r g ə t a h 
bergetar	b ə r g ə t a r 
bergiat	b ə r g i a t 
bergigi	b ə r g i g i 
bergiliran	b ə r g i l i r a n 
bergilir	b ə r g i l i r 
bergirang	b ə r g i r a ŋ 
bergizi	b ə r g i z i 
bergolak	b ə r g o l a ʔ 
bergolék	b ə r g o l e ʔ 
bergoncang	b ə r g o n t ʃ a ŋ 
bergosok	b ə r g o s o ʔ 
bergoyang	b ə r g o j a ŋ 
berguk	b ə r g u ʔ 
bergula	b ə r g u l a 
bergulat	b ə r g u l a t 
bergulingan	b ə r g u l i ŋ a n 
berguling	b ə r g u l i ŋ 
bergumpal	b ə r g u m p a l 
bergumul	b ə r g u m u l 
berguna	b ə r g u n a 
berguncang	b ə r g u n t ʃ a ŋ 
bergurau	b ə r g u r a u 
berguru	b ə r g u r u 
bergurukan	b ə r g u r u k a n 
berhabis	b ə r h a b i s 
berhadapan	b ə r h a d a p a n 
berhad	b ə r h a d 
berhadiah	b ə r h a d i a h 
berhaji	b ə r h a d ʒ i 
berhak	b ə r h a ʔ 
berhala	b ə r h a l a 
berhalangan	b ə r h a l a ŋ a n 
berhaluan	b ə r h a l u a n 
berhamburan	b ə r h a m b u r a n 
berhampiran	b ə r h a m p i r a n 
berhantaran	b ə r h a n t a r a n 
berharapan	b ə r h a r a p a n 
berharap	b ə r h a r a p 
berharapkan	b ə r h a r a p k a n 
berharga	b ə r h a r g a 
berhari	b ə r h a r i 
berharta	b ə r h a r t a 
berhasil	b ə r h a s i l 
berhasrat	b ə r h a s r a t 
berhati	b ə r h a t i 
berhawa	b ə r h a w a 
berhémat	b ə r h e m a t 
berhenti	b ə r h ə n t i 
berhentikan	b ə r h ə n t i k a n 
berhias	b ə r h i a s 
berhibur	b ə r h i b u r 
berhidung	b ə r h i d u ŋ 
berhijrah	b ə r h i d ʒ r a h 
berhikmat	b ə r h i ʔ m a t 
berhimpit	b ə r h i m p i t 
berhimpun	b ə r h i m p u n 
berhitung	b ə r h i t u ŋ 
berhormat	b ə r h o r m a t 
berhubungan	b ə r h u b u ŋ a n 
berhubung	b ə r h u b u ŋ 
berhujah	b ə r h u d ʒ a h 
berian	b ə r i a n 
beriani	b ə r i a n i 
beribadah	b ə r i b a d a h 
beribadat	b ə r i b a d a t 
beri	b ə r i 
beribu	b ə r i b u 
berida	b ə r i d a 
berijazah	b ə r i d ʒ a z a h 
berikan	b ə r i k a n 
berikat	b ə r i k a t 
berikatkan	b ə r i k a t k a n 
berik	b ə r i ʔ 
berikhtiar	b ə r i ʔ h t i a r 
berikrar	b ə r i ʔ r a r 
berikut	b ə r i k u t 
berikutnya	b ə r i k u t ɲ a 
berilah	b ə r i l a h 
berilmu	b ə r i l m u 
beriman	b ə r i m a n 
berimbangan	b ə r i m b a ŋ a n 
berimbang	b ə r i m b a ŋ 
berinda	b ə r i n d a 
beringas	b ə r i ŋ a s 
beringat	b ə r i ŋ a t 
beringin	b ə r i ŋ i n 
beringsang	b ə r i ŋ s a ŋ 
beringsut	b ə r i ŋ s u t 
beringus	b ə r i ŋ u s 
berinteraksi	b ə r i n t ə r a ʔ s i 
berintikan	b ə r i n t i k a n 
berirama	b ə r i r a m a 
beriringan	b ə r i r i ŋ a n 
beriring	b ə r i r i ŋ 
berisi	b ə r i s i 
berisikan	b ə r i s i k a n 
berisik	b ə r i s i ʔ 
berisiko	b ə r i s i k o 
beristighfar	b ə r i s t i g h f a r 
beristirahat	b ə r i s t i r a h a t 
beristri	b ə r i s t r i 
beristrikan	b ə r i s t r i k a n 
berita	b ə r i t a 
beritahu	b ə r i t a h u 
beritawan	b ə r i t a w a n 
berizin	b ə r i z i n 
berjabat	b ə r d ʒ a b a t 
berjaga	b ə r d ʒ a g a 
berjahit	b ə r d ʒ a h i t 
berjajan	b ə r d ʒ a d ʒ a n 
berjalan	b ə r d ʒ a l a n 
berjalin	b ə r d ʒ a l i n 
berjalur	b ə r d ʒ a l u r 
berjam	b ə r d ʒ a m 
berjanggut	b ə r d ʒ a ŋ g u t 
berjangka	b ə r d ʒ a ŋ k a 
berjangkitan	b ə r d ʒ a ŋ k i t a n 
berjangkit	b ə r d ʒ a ŋ k i t 
berjanji	b ə r d ʒ a n d ʒ i 
berjarak	b ə r d ʒ a r a ʔ 
berjasa	b ə r d ʒ a s a 
berjatuhan	b ə r d ʒ a t u h a n 
berjauhan	b ə r d ʒ a u h a n 
berjaya	b ə r d ʒ a j a 
berjejak	b ə r d ʒ ə d ʒ a ʔ 
berjejal	b ə r d ʒ ə d ʒ a l 
berjéjér	b ə r d ʒ e d ʒ e r 
berjéla	b ə r d ʒ e l a 
berjemaah	b ə r d ʒ ə m a ʔ a h 
berjemur	b ə r d ʒ ə m u r 
berjenaka	b ə r d ʒ ə n a k a 
berjenis	b ə r d ʒ ə n i s 
berjerawat	b ə r d ʒ ə r a w a t 
berjerjak	b ə r d ʒ ə r d ʒ a ʔ 
berjihad	b ə r d ʒ i h a d 
berjilid	b ə r d ʒ i l i d 
berjiran	b ə r d ʒ i r a n 
berjiwa	b ə r d ʒ i w a 
berjualan	b ə r d ʒ u a l a n 
berjual	b ə r d ʒ u a l 
berjuang	b ə r d ʒ u a ŋ 
berjubah	b ə r d ʒ u b a h 
berjudi	b ə r d ʒ u d i 
berjudul	b ə r d ʒ u d u l 
berjumlah	b ə r d ʒ u m l a h 
berjumpa	b ə r d ʒ u m p a 
berjuntai	b ə r d ʒ u n t a i 
berkabung	b ə r k a b u ŋ 
berkabut	b ə r k a b u t 
berkaca	b ə r k a t ʃ a 
berkadar	b ə r k a d a r 
berkah	b ə r k a h 
berkain	b ə r k a i n 
berkaitan	b ə r k a i t a n 
berkait	b ə r k a i t 
berkakak	b ə r k a k a ʔ 
berkaki	b ə r k a k i 
berkala	b ə r k a l a 
berkaliber	b ə r k a l i b ə r 
berkali	b ə r k a l i 
berkancing	b ə r k a n t ʃ i ŋ 
berkanjang	b ə r k a n d ʒ a ŋ 
berkantor	b ə r k a n t o r 
berkantung	b ə r k a n t u ŋ 
berkaparan	b ə r k a p a r a n 
berkarat	b ə r k a r a t 
berkarya	b ə r k a r j a 
berkas	b ə r k a s 
berkata	b ə r k a t a 
berkat	b ə r k a t 
berkati	b ə r k a t i 
berkaul	b ə r k a u l 
berkawal	b ə r k a w a l 
berkawan	b ə r k a w a n 
berkayu	b ə r k a j u 
berkeadaan	b ə r k ə a d a ʔ a n 
berkeadilan	b ə r k ə a d i l a n 
berkeahlian	b ə r k ə a h l i a n 
berkeberatan	b ə r k ə b ə r a t a n 
berkebetulan	b ə r k ə b ə t u l a n 
berkeboléhan	b ə r k ə b o l e h a n 
berkebudayaan	b ə r k ə b u d a j a ʔ a n 
berkebun	b ə r k ə b u n 
berkecambah	b ə r k ə t ʃ a m b a h 
berkecamuk	b ə r k ə t ʃ a m u ʔ 
berkecandan	b ə r k ə t ʃ a n d a n 
berkecepatan	b ə r k ə t ʃ ə p a t a n 
berkeciak	b ə r k ə t ʃ i a ʔ 
berkecil	b ə r k ə t ʃ i l 
berkecimpung	b ə r k ə t ʃ i m p u ŋ 
berkecipak	b ə r k ə t ʃ i p a ʔ 
berkecuali	b ə r k ə t ʃ u a l i 
berkecukupan	b ə r k ə t ʃ u k u p a n 
berkecumik	b ə r k ə t ʃ u m i ʔ 
berkedai	b ə r k ə d a i 
berkedip	b ə r k ə d i p 
berkedok	b ə r k ə d o ʔ 
berkedut	b ə r k ə d u t 
berkehendak	b ə r k ə h ə n d a ʔ 
berkeinginan	b ə r k ə i ŋ i n a n 
berkejai	b ə r k ə d ʒ a i 
berkejang	b ə r k ə d ʒ a ŋ 
berkejaran	b ə r k ə d ʒ a r a n 
berkejar	b ə r k ə d ʒ a r 
berkeji	b ə r k ə d ʒ i 
berkejut	b ə r k ə d ʒ u t 
berkekalan	b ə r k ə k a l a n 
berkekuasaan	b ə r k ə k u a s a ʔ a n 
berkekuatan	b ə r k ə k u a t a n 
berkekurangan	b ə r k ə k u r a ŋ a n 
berkélah	b ə r k e l a h 
berkelahi	b ə r k ə l a h i 
berkelakar	b ə r k ə l a k a r 
berkelakuan	b ə r k ə l a k u a n 
berkelam	b ə r k ə l a m 
berkelamin	b ə r k ə l a m i n 
berkelana	b ə r k ə l a n a 
berkelanjutan	b ə r k ə l a n d ʒ u t a n 
berkelar	b ə r k ə l a r 
berkelas	b ə r k ə l a s 
berkelébat	b ə r k ə l e b a t 
berkelebihan	b ə r k ə l ə b i h a n 
berkelédar	b ə r k ə l e d a r 
berkelélot	b ə r k ə l e l o t 
berkelémban	b ə r k ə l e m b a n 
berkelepai	b ə r k ə l ə p a i 
berkelétah	b ə r k ə l e t a h 
berkeliaran	b ə r k ə l i a r a n 
berkelibang	b ə r k ə l i b a ŋ 
berkeliling	b ə r k ə l i l i ŋ 
berkelim	b ə r k ə l i m 
berkelindan	b ə r k ə l i n d a n 
berkelip	b ə r k ə l i p 
berkelit	b ə r k ə l i t 
berkelocak	b ə r k ə l o t ʃ a ʔ 
berkélok	b ə r k e l o ʔ 
berkelok	b ə r k ə l o ʔ 
berkelompok	b ə r k ə l o m p o ʔ 
berkélong	b ə r k e l o ŋ 
berkelopak	b ə r k ə l o p a ʔ 
berkeluarga	b ə r k ə l u a r g a 
berkeluh	b ə r k ə l u h 
berkeluk	b ə r k ə l u ʔ 
berkelumun	b ə r k ə l u m u n 
berkelun	b ə r k ə l u n 
berkeluyuran	b ə r k ə l u j u r a n 
berkémah	b ə r k e m a h 
berkemal	b ə r k ə m a l 
berkemampuan	b ə r k ə m a m p u a n 
berkemas	b ə r k ə m a s 
berkemban	b ə r k ə m b a n 
berkembangan	b ə r k ə m b a ŋ a n 
berkembang	b ə r k ə m b a ŋ 
berkembar	b ə r k ə m b a r 
berkeméja	b ə r k ə m e d ʒ a 
berkemendang	b ə r k ə m ə n d a ŋ 
berkementam	b ə r k ə m ə n t a m 
berkemih	b ə r k ə m i h 
berkemu	b ə r k ə m u 
berkemudi	b ə r k ə m u d i 
berkenaan	b ə r k ə n a ʔ a n 
berkenalan	b ə r k ə n a l a n 
berkenan	b ə r k ə n a n 
berkencan	b ə r k ə n t ʃ a n 
berkendaraan	b ə r k ə n d a r a ʔ a n 
berkendara	b ə r k ə n d a r a 
berkenduri	b ə r k ə n d u r i 
berkentut	b ə r k ə n t u t 
berkéokan	b ə r k e o k a n 
berkepak	b ə r k ə p a ʔ 
berkepala	b ə r k ə p a l a 
berképang	b ə r k e p a ŋ 
berkepanjangan	b ə r k ə p a n d ʒ a ŋ a n 
berkepentingan	b ə r k ə p ə n t i ŋ a n 
berkepit	b ə r k ə p i t 
berkepul	b ə r k ə p u l 
berkepung	b ə r k ə p u ŋ 
berkerabat	b ə r k ə r a b a t 
berkerah	b ə r k ə r a h 
berkerak	b ə r k ə r a ʔ 
berkeramas	b ə r k ə r a m a s 
berkerang	b ə r k ə r a ŋ 
berkeras	b ə r k ə r a s 
berkerédong	b ə r k ə r e d o ŋ 
berkerékét	b ə r k ə r e k e t 
berkeréta	b ə r k ə r e t a 
berkeriapan	b ə r k ə r i a p a n 
berkeriau	b ə r k ə r i a u 
berkericau	b ə r k ə r i t ʃ a u 
berkeringat	b ə r k ə r i ŋ a t 
berkering	b ə r k ə r i ŋ 
berkeriput	b ə r k ə r i p u t 
berkeris	b ə r k ə r i s 
berkerisik	b ə r k ə r i s i ʔ 
berkeriuk	b ə r k ə r i u ʔ 
berkeriutan	b ə r k ə r i u t a n 
berkeriut	b ə r k ə r i u t 
berkeroncongan	b ə r k ə r o n t ʃ o ŋ a n 
berkerotak	b ə r k ə r o t a ʔ 
berkerubung	b ə r k ə r u b u ŋ 
berkerudung	b ə r k ə r u d u ŋ 
berkeruh	b ə r k ə r u h 
berkerumuk	b ə r k ə r u m u ʔ 
berkerumun	b ə r k ə r u m u n 
berkerunyut	b ə r k ə r u ɲ u t 
berkerut	b ə r k ə r u t 
berkeruyuk	b ə r k ə r u j u ʔ 
berkesan	b ə r k ə s a n 
berkesempatan	b ə r k ə s ə m p a t a n 
berkesimpulan	b ə r k ə s i m p u l a n 
berkesinambungan	b ə r k ə s i n a m b u ŋ a n 
berkesiur	b ə r k ə s i u r 
berkésot	b ə r k e s o t 
berkesudahan	b ə r k ə s u d a h a n 
berketak	b ə r k ə t a ʔ 
berketél	b ə r k ə t e l 
berketentuan	b ə r k ə t ə n t u a n 
berketepatan	b ə r k ə t ə p a t a n 
berketetapan	b ə r k ə t ə t a p a n 
berketrampilan	b ə r k ə t r a m p i l a n 
berketur	b ə r k ə t u r 
berketurunan	b ə r k ə t u r u n a n 
berkewajiban	b ə r k ə w a d ʒ i b a n 
berkeyakinan	b ə r k ə j a k i n a n 
berkhalwat	b ə r ʔ h a l w a t 
berkhasiat	b ə r ʔ h a s i a t 
berkhayal	b ə r ʔ h a j a l 
berkhidmat	b ə r ʔ h i d m a t 
berkhotbah	b ə r ʔ h o t b a h 
berkibar	b ə r k i b a r 
berkiblat	b ə r k i b l a t 
berkicau	b ə r k i t ʃ a u 
berkik	b ə r k i ʔ 
berkilah	b ə r k i l a h 
berkilat	b ə r k i l a t 
berkilau	b ə r k i l a u 
berkil	b ə r k i l 
berkipas	b ə r k i p a s 
berkira	b ə r k i r a 
berkirim	b ə r k i r i m 
berkisar	b ə r k i s a r 
berkisi	b ə r k i s i 
berkobar	b ə r k o b a r 
bérko	b e r k o 
berkocak	b ə r k o t ʃ a ʔ 
berkokok	b ə r k o k o ʔ 
berkoméntar	b ə r k o m e n t a r 
berkomplot	b ə r k o m p l o t 
berkompromi	b ə r k o m p r o m i 
berkomunikasi	b ə r k o m u n i k a s i 
berkonfrontasi	b ə r k o n f r o n t a s i 
berkongsi	b ə r k o ŋ s i 
berkonsép	b ə r k o n s e p 
berkonsultasi	b ə r k o n s u l t a s i 
berkonvoi	b ə r k o n v o i 
berkoperasi	b ə r k o p ə r a s i 
berkorban	b ə r k o r b a n 
berkoték	b ə r k o t e ʔ 
berkuah	b ə r k u a h 
berkualitas	b ə r k u a l i t a s 
berkuasa	b ə r k u a s a 
berkuat	b ə r k u a t 
berkuatkuasa	b ə r k u a t k u a s a 
berkubah	b ə r k u b a h 
berkubang	b ə r k u b a ŋ 
berkubu	b ə r k u b u 
berkubur	b ə r k u b u r 
berkuda	b ə r k u d a 
berkudis	b ə r k u d i s 
berkuku	b ə r k u k u 
berkuliah	b ə r k u l i a h 
berkulit	b ə r k u l i t 
berkumai	b ə r k u m a i 
berkumandang	b ə r k u m a n d a ŋ 
berkumis	b ə r k u m i s 
berkumpul	b ə r k u m p u l 
berkumur	b ə r k u m u r 
berkunci	b ə r k u n t ʃ i 
berkung	b ə r k u ŋ 
berkunjung	b ə r k u n d ʒ u ŋ 
berkuntum	b ə r k u n t u m 
berkurang	b ə r k u r a ŋ 
berkuranglah	b ə r k u r a ŋ l a h 
berkurap	b ə r k u r a p 
berkursus	b ə r k u r s u s 
berkurung	b ə r k u r u ŋ 
berkutik	b ə r k u t i ʔ 
berlaba	b ə r l a b a 
berlabuh	b ə r l a b u h 
berlada	b ə r l a d a 
berlagak	b ə r l a g a ʔ 
berlagu	b ə r l a g u 
berlainan	b ə r l a i n a n 
berlain	b ə r l a i n 
berlakon	b ə r l a k o n 
berlaku	b ə r l a k u 
berlakunya	b ə r l a k u ɲ a 
berlalu	b ə r l a l u 
berlambak	b ə r l a m b a ʔ 
berlambang	b ə r l a m b a ŋ 
berlambat	b ə r l a m b a t 
berlandaskan	b ə r l a n d a s k a n 
berlanggar	b ə r l a ŋ g a r 
berlangsung	b ə r l a ŋ s u ŋ 
berlangsungnya	b ə r l a ŋ s u ŋ ɲ a 
berlanjutan	b ə r l a n d ʒ u t a n 
berlanjut	b ə r l a n d ʒ u t 
berlantai	b ə r l a n t a i 
berlapis	b ə r l a p i s 
berlarian	b ə r l a r i a n 
berlari	b ə r l a r i 
berlarut	b ə r l a r u t 
berlatar	b ə r l a t a r 
berlatih	b ə r l a t i h 
berlau	b ə r l a u 
berlauk	b ə r l a u ʔ 
berlawanan	b ə r l a w a n a n 
berlawan	b ə r l a w a n 
berlayar	b ə r l a j a r 
berlebihan	b ə r l ə b i h a n 
berlebih	b ə r l ə b i h 
berlégar	b ə r l e g a r 
berléhér	b ə r l e h e r 
berlekuk	b ə r l ə k u ʔ 
berleluasa	b ə r l ə l u a s a 
berlemak	b ə r l ə m a ʔ 
berlendir	b ə r l ə n d i r 
berlengan	b ə r l ə ŋ a n 
berlénggang	b ə r l e ŋ g a ŋ 
berlepas	b ə r l ə p a s 
berlian	b ə r l i a n 
berlibur	b ə r l i b u r 
berlidah	b ə r l i d a h 
berliku	b ə r l i k u 
berlilitkan	b ə r l i l i t k a n 
berlimau	b ə r l i m a u 
berlinang	b ə r l i n a ŋ 
berlindung	b ə r l i n d u ŋ 
berlipat	b ə r l i p a t 
berlistrik	b ə r l i s t r i ʔ 
berlokasi	b ə r l o k a s i 
berlomba	b ə r l o m b a 
berlonggok	b ə r l o ŋ g o ʔ 
berlubang	b ə r l u b a ŋ 
berlukiskan	b ə r l u k i s k a n 
berlumpur	b ə r l u m p u r 
berlumuran	b ə r l u m u r a n 
berlumur	b ə r l u m u r 
berlumut	b ə r l u m u t 
berlutut	b ə r l u t u t 
berma	b ə r m a 
bermacam	b ə r m a t ʃ a m 
bermadah	b ə r m a d a h 
bermadu	b ə r m a d u 
bermain	b ə r m a i n 
bermakna	b ə r m a ʔ n a 
bermaksud	b ə r m a ʔ s u d 
bermalam	b ə r m a l a m 
bermalas	b ə r m a l a s 
bermandi	b ə r m a n d i 
bermanfaat	b ə r m a n f a ʔ a t 
bermanis	b ə r m a n i s 
bermarkas	b ə r m a r k a s 
bermartabat	b ə r m a r t a b a t 
bermasalah	b ə r m a s a l a h 
bermasam	b ə r m a s a m 
bermastautin	b ə r m a s t a u t i n 
bermasyarakat	b ə r m a s j a r a k a t 
bermata	b ə r m a t a 
bermat	b ə r m a t 
bermaya	b ə r m a j a 
berméditasi	b ə r m e d i t a s i 
bermegah	b ə r m ə g a h 
bermekaran	b ə r m ə k a r a n 
bermenantu	b ə r m ə n a n t u 
bermenantukan	b ə r m ə n a n t u k a n 
bermengkal	b ə r m ə ŋ k a l 
bermenung	b ə r m ə n u ŋ 
bermérek	b ə r m e r ə ʔ 
bermesin	b ə r m ə s i n 
bermesraan	b ə r m ə s r a ʔ a n 
bermesra	b ə r m ə s r a 
bermeterai	b ə r m ə t ə r a i 
bermi	b ə r m i 
bermilik	b ə r m i l i ʔ 
bermimpi	b ə r m i m p i 
berminat	b ə r m i n a t 
berminyak	b ə r m i ɲ a ʔ 
bermobil	b ə r m o b i l 
bermodal	b ə r m o d a l 
bermoral	b ə r m o r a l 
bermotif	b ə r m o t i f 
bermotifkan	b ə r m o t i f k a n 
bermotor	b ə r m o t o r 
bermuara	b ə r m u a r a 
bermuda	b ə r m u d a 
bermuka	b ə r m u k a 
bermukim	b ə r m u k i m 
bermula	b ə r m u l a 
bermulut	b ə r m u l u t 
bermunculan	b ə r m u n t ʃ u l a n 
bermurah	b ə r m u r a h 
bermusim	b ə r m u s i m 
bermusuhan	b ə r m u s u h a n 
bermusuh	b ə r m u s u h 
bermusyawarah	b ə r m u s j a w a r a h 
bermutu	b ə r m u t u 
bernada	b ə r n a d a 
bernafas	b ə r n a f a s 
bernafkah	b ə r n a f k a h 
bernafsu	b ə r n a f s u 
bernama	b ə r n a m a 
bernanah	b ə r n a n a h 
bernapas	b ə r n a p a s 
bernas	b ə r n a s 
bernasib	b ə r n a s i b 
bernaung	b ə r n a u ŋ 
bernegara	b ə r n ə g a r a 
bernga	b ə r ŋ a 
berniaga	b ə r n i a g a 
berniat	b ə r n i a t 
bernikah	b ə r n i k a h 
bernilai	b ə r n i l a i 
bernobat	b ə r n o b a t 
bernoda	b ə r n o d a 
bernomor	b ə r n o m o r 
bernostalgia	b ə r n o s t a l g i a 
bernubuat	b ə r n u b u a t 
bernyala	b ə r ɲ a l a 
bernyanyi	b ə r ɲ a ɲ i 
bernyawa	b ə r ɲ a w a 
berobat	b ə r o b a t 
beroci	b ə r o t ʃ i 
beroda	b ə r o d a 
beroga	b ə r o g a 
bérok	b e r o ʔ 
berok	b ə r o ʔ 
beroléh	b ə r o l e h 
berombak	b ə r o m b a ʔ 
beronang	b ə r o n a ŋ 
beronani	b ə r o n a n i 
berondong	b ə r o n d o ŋ 
bérong	b e r o ŋ 
berongga	b ə r o ŋ g a 
berongsang	b ə r o ŋ s a ŋ 
berongsong	b ə r o ŋ s o ŋ 
beronjong	b ə r o n d ʒ o ŋ 
beronok	b ə r o n o ʔ 
berontak	b ə r o n t a ʔ 
beroperasi	b ə r o p ə r a s i 
beroriéntasi	b ə r o r i e n t a s i 
beroriéntasikan	b ə r o r i e n t a s i k a n 
berosot	b ə r o s o t 
berpacaran	b ə r p a t ʃ a r a n 
berpacar	b ə r p a t ʃ a r 
berpadanan	b ə r p a d a n a n 
berpadu	b ə r p a d u 
berpagar	b ə r p a g a r 
berpaham	b ə r p a h a m 
berpahat	b ə r p a h a t 
berpakaian	b ə r p a k a i a n 
berpaling	b ə r p a l i ŋ 
berpamitan	b ə r p a m i t a n 
berpandangan	b ə r p a n d a ŋ a n 
berpandu	b ə r p a n d u 
berpangkalan	b ə r p a ŋ k a l a n 
berpangkal	b ə r p a ŋ k a l 
berpangkat	b ə r p a ŋ k a t 
berpangku	b ə r p a ŋ k u 
berpanjangan	b ə r p a n d ʒ a ŋ a n 
berpantang	b ə r p a n t a ŋ 
berpantingan	b ə r p a n t i ŋ a n 
berpantun	b ə r p a n t u n 
berpartai	b ə r p a r t a i 
berpartisipasi	b ə r p a r t i s i p a s i 
berpasangan	b ə r p a s a ŋ a n 
berpasir	b ə r p a s i r 
berpasukan	b ə r p a s u k a n 
berpatah	b ə r p a t a h 
berpatutan	b ə r p a t u t a n 
berpaut	b ə r p a u t 
berpecahan	b ə r p ə t ʃ a h a n 
berpecah	b ə r p ə t ʃ a h 
berpedoman	b ə r p ə d o m a n 
berpegangan	b ə r p ə g a ŋ a n 
berpegang	b ə r p ə g a ŋ 
