1 s a t u
2 d u a 
3 t i g a
4 ə m p a t
5 l i m a
6 ə n a m
7 t u d ʒ u h
8 d ə l a p a n
9 s ə m b i l a n
10 s ə p u l u h
11 s ə b ə l a s
21 d u a p u l u h s a t u
29 d u a p u l u h s ə m b i l a n
30 t i g a p u l u h
100 s ə r a t u s
15 l i m a b ə l a s
1879 d ə l a p a n b ə l a s t u d ʒ u h p u l u h s ə m b i l a n
penentang	p ə n ə n t a ŋ 
penentuan	p ə n ə n t u a n 
penentu	p ə n ə n t u 
penenunan	p ə n ə n u n a n 
penenungan	p ə n ə n u ŋ a n 
penenung	p ə n ə n u ŋ 
penenun	p ə n ə n u n 
peneraan	p ə n ə r a ʔ a n 
penerangan	p ə n ə r a ŋ a n 
penerang	p ə n ə r a ŋ 
penerapan	p ə n ə r a p a n 
penera	p ə n ə r a 
penerap	p ə n ə r a p 
penerbangan	p ə n ə r b a ŋ a n 
penerbang	p ə n ə r b a ŋ 
penerbitan	p ə n ə r b i t a n 
penerbit	p ə n ə r b i t 
penerimaan	p ə n ə r i m a ʔ a n 
penerima	p ə n ə r i m a 
penerjangan	p ə n ə r d ʒ a ŋ a n 
penerjemahan	p ə n ə r d ʒ ə m a h a n 
penerjemah	p ə n ə r d ʒ ə m a h 
penerjunan	p ə n ə r d ʒ u n a n 
penerjun	p ə n ə r d ʒ u n 
penerkaan	p ə n ə r k a ʔ a n 
penerkam	p ə n ə r k a m 
penerka	p ə n ə r k a 
penernak	p ə n ə r n a ʔ 
penerobosan	p ə n ə r o b o s a n 
penerokaan	p ə n ə r o k a ʔ a n 
peneroka	p ə n ə r o k a 
penertiban	p ə n ə r t i b a n 
penerusan	p ə n ə r u s a n 
penerus	p ə n ə r u s 
pénés	p e n e s 
penetapan	p ə n ə t a p a n 
penetap	p ə n ə t a p 
penetasan	p ə n ə t a s a n 
penetas	p ə n ə t a s 
pénétrasi	p e n e t r a s i 
penéwu	p ə n e w u 
pengabadian	p ə ŋ a b a d i a n 
pengabaian	p ə ŋ a b a i a n 
pengabai	p ə ŋ a b a i 
pengabdian	p ə ŋ a b d i a n 
pengabdi	p ə ŋ a b d i 
pengabjadan	p ə ŋ a b d ʒ a d a n 
pengabsahan	p ə ŋ a b s a h a n 
pengabuan	p ə ŋ a b u a n 
pengabulan	p ə ŋ a b u l a n 
pengaburan	p ə ŋ a b u r a n 
pengabur	p ə ŋ a b u r 
pengacara	p ə ŋ a t ʃ a r a 
pengacau	p ə ŋ a t ʃ a u 
pengacuan	p ə ŋ a t ʃ u a n 
pengacum	p ə ŋ a t ʃ u m 
pengadaan	p ə ŋ a d a ʔ a n 
pengadangan	p ə ŋ a d a ŋ a n 
pengadang	p ə ŋ a d a ŋ 
pengada	p ə ŋ a d a 
pengadaptasian	p ə ŋ a d a p t a s i a n 
pengadeganan	p ə ŋ a d ə g a n a n 
pengadilan	p ə ŋ a d i l a n 
pengadil	p ə ŋ a d i l 
pengadopsi	p ə ŋ a d o p s i 
pengaduan	p ə ŋ a d u a n 
pengadukan	p ə ŋ a d u k a n 
pengaduk	p ə ŋ a d u ʔ 
pengadun	p ə ŋ a d u n 
pengadu	p ə ŋ a d u 
pengagihan	p ə ŋ a g i h a n 
pengagungan	p ə ŋ a g u ŋ a n 
pengail	p ə ŋ a i l 
pengairan	p ə ŋ a i r a n 
pengajaran	p ə ŋ a d ʒ a r a n 
pengajar	p ə ŋ a d ʒ a r 
pengajian	p ə ŋ a d ʒ i a n 
pengajuan	p ə ŋ a d ʒ u a n 
pengakap	p ə ŋ a k a p 
pengakhiran	p ə ŋ a ʔ h i r a n 
pengakréditasian	p ə ŋ a ʔ r e d i t a s i a n 
pengaktifan	p ə ŋ a ʔ t i f a n 
pengaktif	p ə ŋ a ʔ t i f 
pengakuan	p ə ŋ a k u a n 
pengaku	p ə ŋ a k u 
pengalahan	p ə ŋ a l a h a n 
pengalaman	p ə ŋ a l a m a n 
pengalang	p ə ŋ a l a ŋ 
pengalasan	p ə ŋ a l a s a n 
pengalihan	p ə ŋ a l i h a n 
pengali	p ə ŋ a l i 
pengaliran	p ə ŋ a l i r a n 
pengalokasian	p ə ŋ a l o k a s i a n 
pengamalan	p ə ŋ a m a l a n 
pengamal	p ə ŋ a m a l 
pengamanan	p ə ŋ a m a n a n 
pengaman	p ə ŋ a m a n 
pengamatan	p ə ŋ a m a t a n 
pengamat	p ə ŋ a m a t 
pengambek-parama-artaan	p ə ŋ a m b ə k - p a r a m a - a r t a ʔ a n 
pengambil-alihan	p ə ŋ a m b i l - a l i h a n 
pengambilan	p ə ŋ a m b i l a n 
pengambil	p ə ŋ a m b i l 
pengambrukan	p ə ŋ a m b r u k a n 
pengamén	p ə ŋ a m e n 
pengamitan	p ə ŋ a m i t a n 
pengampelas	p ə ŋ a m p ə l a s 
pengampuh	p ə ŋ a m p u h 
pengampunan	p ə ŋ a m p u n a n 
pengampun	p ə ŋ a m p u n 
pengampu	p ə ŋ a m p u 
pengamputasian	p ə ŋ a m p u t a s i a n 
pengamukan	p ə ŋ a m u k a n 
pengamuk	p ə ŋ a m u ʔ 
penganak	p ə ŋ a n a ʔ 
penganak-tirian	p ə ŋ a n a k - t i r i a n 
penganalisisan	p ə ŋ a n a l i s i s a n 
penganalisis	p ə ŋ a n a l i s i s 
penganan	p ə ŋ a n a n 
pengancaman	p ə ŋ a n t ʃ a m a n 
pengancam	p ə ŋ a n t ʃ a m 
pengandaian	p ə ŋ a n d a i a n 
pengandak	p ə ŋ a n d a ʔ 
pengandam	p ə ŋ a n d a m 
penganduh	p ə ŋ a n d u h 
penganékaan	p ə ŋ a n e k a ʔ a n 
penganéka-ragaman	p ə ŋ a n e k a - r a g a m a n 
penganggaran	p ə ŋ a ŋ g a r a n 
penganggrékan	p ə ŋ a ŋ g r e k a n 
pengangguk	p ə ŋ a ŋ g u ʔ 
pengangguran	p ə ŋ a ŋ g u r a n 
penganggur	p ə ŋ a ŋ g u r 
pengangkaan	p ə ŋ a ŋ k a ʔ a n 
pengangkatan	p ə ŋ a ŋ k a t a n 
pengangkat	p ə ŋ a ŋ k a t 
pengangkutan	p ə ŋ a ŋ k u t a n 
pengangkut	p ə ŋ a ŋ k u t 
pengangonan	p ə ŋ a ŋ o n a n 
pengangon	p ə ŋ a ŋ o n 
pengang	p ə ŋ a ŋ 
penganiayaan	p ə ŋ a n i a j a ʔ a n 
penganiaya	p ə ŋ a n i a j a 
penganjuran	p ə ŋ a n d ʒ u r a n 
penganjur	p ə ŋ a n d ʒ u r 
pengantaraan	p ə ŋ a n t a r a ʔ a n 
pengantaran	p ə ŋ a n t a r a n 
pengantara	p ə ŋ a n t a r a 
pengantar	p ə ŋ a n t a r 
pengantihan	p ə ŋ a n t i h a n 
pengantin	p ə ŋ a n t i n 
pengantréan	p ə ŋ a n t r e a n 
penganugerahan	p ə ŋ a n u g ə r a h a n 
penganut	p ə ŋ a n u t 
pengapitan	p ə ŋ a p i t a n 
pengapit	p ə ŋ a p i t 
pengap	p ə ŋ a p 
pengapuh	p ə ŋ a p u h 
pengapungan	p ə ŋ a p u ŋ a n 
pengapung	p ə ŋ a p u ŋ 
pengarahan	p ə ŋ a r a h a n 
pengarah	p ə ŋ a r a h 
pengarakan	p ə ŋ a r a k a n 
pengarak	p ə ŋ a r a ʔ 
pengaram	p ə ŋ a r a m 
pengarangan	p ə ŋ a r a ŋ a n 
pengarang	p ə ŋ a r a ŋ 
pengarip	p ə ŋ a r i p 
pengarit	p ə ŋ a r i t 
pengar	p ə ŋ a r 
pengarsipan	p ə ŋ a r s i p a n 
pengarsip	p ə ŋ a r s i p 
pengartian	p ə ŋ a r t i a n 
pengaruh	p ə ŋ a r u h 
pengarungan	p ə ŋ a r u ŋ a n 
pengasahan	p ə ŋ a s a h a n 
pengasah	p ə ŋ a s a h 
pengasapan	p ə ŋ a s a p a n 
pengasas	p ə ŋ a s a s 
pengasih	p ə ŋ a s i h 
pengasinan	p ə ŋ a s i n a n 
pengasingan	p ə ŋ a s i ŋ a n 
pengasoan	p ə ŋ a s o a n 
pengaspalan	p ə ŋ a s p a l a n 
pengasramaan	p ə ŋ a s r a m a ʔ a n 
pengasuhan	p ə ŋ a s u h a n 
pengasuh	p ə ŋ a s u h 
pengasung	p ə ŋ a s u ŋ 
pengasuransian	p ə ŋ a s u r a n s i a n 
pengatapan	p ə ŋ a t a p a n 
pengat	p ə ŋ a t 
pengatu	p ə ŋ a t u 
pengaturan	p ə ŋ a t u r a n 
pengatur	p ə ŋ a t u r 
pengatusan	p ə ŋ a t u s a n 
pengauditan	p ə ŋ a u d i t a n 
pengaudit	p ə ŋ a u d i t 
pengawabau	p ə ŋ a w a b a u 
pengawabusa	p ə ŋ a w a b u s a 
pengawakan	p ə ŋ a w a k a n 
pengawalan	p ə ŋ a w a l a n 
pengawalnya	p ə ŋ a w a l ɲ a 
pengawal	p ə ŋ a w a l 
pengawam	p ə ŋ a w a m 
pengawasan	p ə ŋ a w a s a n 
pengawas	p ə ŋ a w a s 
pengawétan	p ə ŋ a w e t a n 
pengawét	p ə ŋ a w e t 
pengawinan	p ə ŋ a w i n a n 
pengayaan	p ə ŋ a j a ʔ a n 
pengayakan	p ə ŋ a j a k a n 
pengayak	p ə ŋ a j a ʔ 
pengayoman	p ə ŋ a j o m a n 
pengayom	p ə ŋ a j o m 
pengeboman	p ə ŋ ə b o m a n 
pengebom	p ə ŋ ə b o m 
pengeboran	p ə ŋ ə b o r a n 
pengebor	p ə ŋ ə b o r 
pengebumian	p ə ŋ ə b u m i a n 
pengecaman	p ə ŋ ə t ʃ a m a n 
pengecapan	p ə ŋ ə t ʃ a p a n 
pengecatan	p ə ŋ ə t ʃ a t a n 
pengecékan	p ə ŋ ə t ʃ e k a n 
pengécék	p ə ŋ e t ʃ e ʔ 
pengécér	p ə ŋ e t ʃ e r 
pengecilan	p ə ŋ ə t ʃ i l a n 
pengécohan	p ə ŋ e t ʃ o h a n 
pengécoh	p ə ŋ e t ʃ o h 
pengecoran	p ə ŋ ə t ʃ o r a n 
pengecualian	p ə ŋ ə t ʃ u a l i a n 
pengecut	p ə ŋ ə t ʃ u t 
pengédaran	p ə ŋ e d a r a n 
pengédar	p ə ŋ e d a r 
pengéditan	p ə ŋ e d i t a n 
pengédit	p ə ŋ e d i t 
pengedropan	p ə ŋ ə d r o p a n 
pengéjaan	p ə ŋ e d ʒ a ʔ a n 
pengejaran	p ə ŋ ə d ʒ a r a n 
pengejar	p ə ŋ ə d ʒ a r 
pengéjawantahan	p ə ŋ e d ʒ a w a n t a h a n 
pengéjék	p ə ŋ e d ʒ e ʔ 
pengekalan	p ə ŋ ə k a l a n 
pengekangan	p ə ŋ ə k a ŋ a n 
pengékor	p ə ŋ e k o r 
pengéksploitasi	p ə ŋ e ʔ s p l o i t a s i 
pengéksporan	p ə ŋ e ʔ s p o r a n 
pengékspor	p ə ŋ e ʔ s p o r 
pengéksposan	p ə ŋ e ʔ s p o s a n 
pengélakan	p ə ŋ e l a k a n 
pengelakan	p ə ŋ ə l a k a n 
pengélak	p ə ŋ e l a ʔ 
pengelaman	p ə ŋ ə l a m a n 
pengelana	p ə ŋ ə l a n a 
pengeliling	p ə ŋ ə l i l i ŋ 
pengelim	p ə ŋ ə l i m 
pengeliruan	p ə ŋ ə l i r u a n 
pengelolaan	p ə ŋ ə l o l a ʔ a n 
pengelola	p ə ŋ ə l o l a 
pengelompokan	p ə ŋ ə l o m p o k a n 
pengeluaran	p ə ŋ ə l u a r a n 
pengeluar	p ə ŋ ə l u a r 
pengeluh	p ə ŋ ə l u h 
pengemasan	p ə ŋ ə m a s a n 
pengemas	p ə ŋ ə m a s 
pengembalian	p ə ŋ ə m b a l i a n 
pengembangan	p ə ŋ ə m b a ŋ a n 
pengembang	p ə ŋ ə m b a ŋ 
pengembaraan	p ə ŋ ə m b a r a ʔ a n 
pengembara	p ə ŋ ə m b a r a 
pengemis	p ə ŋ ə m i s 
pengempaan	p ə ŋ ə m p a ʔ a n 
pengempisan	p ə ŋ ə m p i s a n 
pengemudi	p ə ŋ ə m u d i 
pengemukaan	p ə ŋ ə m u k a ʔ a n 
pengenaan	p ə ŋ ə n a ʔ a n 
pengenalan	p ə ŋ ə n a l a n 
pengenal	p ə ŋ ə n a l 
pengencangan	p ə ŋ ə n t ʃ a ŋ a n 
pengencingan	p ə ŋ ə n t ʃ i ŋ a n 
pengendalian	p ə ŋ ə n d a l i a n 
pengendali	p ə ŋ ə n d a l i 
pengendara	p ə ŋ ə n d a r a 
pengeng	p ə ŋ ə ŋ 
pengentalan	p ə ŋ ə n t a l a n 
pengental	p ə ŋ ə n t a l 
pengepingan	p ə ŋ ə p i ŋ a n 
pengepulan	p ə ŋ ə p u l a n 
pengepungan	p ə ŋ ə p u ŋ a n 
pengepung	p ə ŋ ə p u ŋ 
pengerahan	p ə ŋ ə r a h a n 
pengerah	p ə ŋ ə r a h 
pengerangkaan	p ə ŋ ə r a ŋ k a ʔ a n 
pengerasan	p ə ŋ ə r a s a n 
pengeras	p ə ŋ ə r a s 
pengeratan	p ə ŋ ə r a t a n 
pengerat	p ə ŋ ə r a t 
pengerih	p ə ŋ ə r i h 
pengerikilan	p ə ŋ ə r i k i l a n 
pengeringan	p ə ŋ ə r i ŋ a n 
pengering	p ə ŋ ə r i ŋ 
pengeritingan	p ə ŋ ə r i t i ŋ a n 
pengerjaan	p ə ŋ ə r d ʒ a ʔ a n 
pengeroyokan	p ə ŋ ə r o j o k a n 
pengeroyok	p ə ŋ ə r o j o ʔ 
pengertian	p ə ŋ ə r t i a n 
pengerukan	p ə ŋ ə r u k a n 
pengeruk	p ə ŋ ə r u ʔ 
pengerusi	p ə ŋ ə r u s i 
pengerutan	p ə ŋ ə r u t a n 
pengesahan	p ə ŋ ə s a h a n 
pengesanan	p ə ŋ ə s a n a n 
pengésan	p ə ŋ e s a n 
pengesat	p ə ŋ ə s a t 
pengetahuannya	p ə ŋ ə t a h u a n ɲ a 
pengetahuan	p ə ŋ ə t a h u a n 
pengetaman	p ə ŋ ə t a m a n 
pengetam	p ə ŋ ə t a m 
pengetatan	p ə ŋ ə t a t a n 
pengetésan	p ə ŋ ə t e s a n 
pengetip	p ə ŋ ə t i p 
pengetok	p ə ŋ ə t o ʔ 
pengetua	p ə ŋ ə t u a 
pengetul	p ə ŋ ə t u l 
penggabungan	p ə ŋ g a b u ŋ a n 
penggadai	p ə ŋ g a d a i 
penggaga	p ə ŋ g a g a 
penggah	p ə ŋ g a h 
penggalak	p ə ŋ g a l a ʔ 
penggalan	p ə ŋ g a l a n 
penggalian	p ə ŋ g a l i a n 
penggali	p ə ŋ g a l i 
penggal	p ə ŋ g a l 
penggambaran	p ə ŋ g a m b a r a n 
pengganasan	p ə ŋ g a n a s a n 
pengganas	p ə ŋ g a n a s 
penggandaan	p ə ŋ g a n d a ʔ a n 
penggantian	p ə ŋ g a n t i a n 
pengganti	p ə ŋ g a n t i 
penggantungan	p ə ŋ g a n t u ŋ a n 
pengga	p ə ŋ g a 
penggarap	p ə ŋ g a r a p 
penggaris	p ə ŋ g a r i s 
penggar	p ə ŋ g a r 
penggawa	p ə ŋ g a w a 
penggelap	p ə ŋ g ə l a p 
penggemar	p ə ŋ g ə m a r 
penggembalaan	p ə ŋ g ə m b a l a ʔ a n 
penggembala	p ə ŋ g ə m b a l a 
penggembléngan	p ə ŋ g ə m b l e ŋ a n 
penggemblengan	p ə ŋ g ə m b l ə ŋ a n 
penggempur	p ə ŋ g ə m p u r 
penggenapan	p ə ŋ g ə n a p a n 
penggerak	p ə ŋ g ə r a ʔ 
penggéséran	p ə ŋ g e s e r a n 
penggiat	p ə ŋ g i a t 
penggilas	p ə ŋ g i l a s 
penggilingan	p ə ŋ g i l i ŋ a n 
penggoda	p ə ŋ g o d a 
penggoréngan	p ə ŋ g o r e ŋ a n 
penggubah	p ə ŋ g u b a h 
penggubalan	p ə ŋ g u b a l a n 
penggubal	p ə ŋ g u b a l 
pengguguran	p ə ŋ g u g u r a n 
penggulung	p ə ŋ g u l u ŋ 
penggunaan	p ə ŋ g u n a ʔ a n 
pengguna	p ə ŋ g u n a 
penggundulan	p ə ŋ g u n d u l a n 
penggusuran	p ə ŋ g u s u r a n 
penghabisan	p ə ŋ h a b i s a n 
penghadaman	p ə ŋ h a d a m a n 
penghadangan	p ə ŋ h a d a ŋ a n 
penghadang	p ə ŋ h a d a ŋ 
penghadapan	p ə ŋ h a d a p a n 
penghakiman	p ə ŋ h a k i m a n 
penghalang	p ə ŋ h a l a ŋ 
penghalusan	p ə ŋ h a l u s a n 
penghancuran	p ə ŋ h a n t ʃ u r a n 
penghantar	p ə ŋ h a n t a r 
penghapusan	p ə ŋ h a p u s a n 
penghapus	p ə ŋ h a p u s 
pengharaman	p ə ŋ h a r a m a n 
pengharapan	p ə ŋ h a r a p a n 
penghargaan	p ə ŋ h a r g a ʔ a n 
penghasilan	p ə ŋ h a s i l a n 
penghasil	p ə ŋ h a s i l 
penghasut	p ə ŋ h a s u t 
penghayatan	p ə ŋ h a j a t a n 
penghématan	p ə ŋ h e m a t a n 
penghentian	p ə ŋ h ə n t i a n 
penghias	p ə ŋ h i a s 
penghiburan	p ə ŋ h i b u r a n 
penghibur	p ə ŋ h i b u r 
penghidupan	p ə ŋ h i d u p a n 
penghijauan	p ə ŋ h i d ʒ a u a n 
penghijrahan	p ə ŋ h i d ʒ r a h a n 
penghimpun	p ə ŋ h i m p u n 
penghinaan	p ə ŋ h i n a ʔ a n 
penghina	p ə ŋ h i n a 
penghisap	p ə ŋ h i s a p 
penghormatan	p ə ŋ h o r m a t a n 
penghubung	p ə ŋ h u b u ŋ 
penghujung	p ə ŋ h u d ʒ u ŋ 
penghukuman	p ə ŋ h u k u m a n 
penghukum	p ə ŋ h u k u m 
penghulu	p ə ŋ h u l u  
penghulu	p ə ŋ h u l u 
penghuni	p ə ŋ h u n i 
pengibar	p ə ŋ i b a r 
pengikatan	p ə ŋ i k a t a n 
pengikat	p ə ŋ i k a t 
pengikis	p ə ŋ i k i s 
pengiklanan	p ə ŋ i ʔ l a n a n 
pengikutnya	p ə ŋ i k u t ɲ a 
pengikut	p ə ŋ i k u t 
pengilangan	p ə ŋ i l a ŋ a n 
pengilang	p ə ŋ i l a ŋ 
pengilham	p ə ŋ i l h a m 
pengimbang	p ə ŋ i m b a ŋ 
pengimbasan	p ə ŋ i m b a s a n 
pengimbas	p ə ŋ i m b a s 
pengimpor	p ə ŋ i m p o r 
penginapan	p ə ŋ i n a p a n 
pengingkaran	p ə ŋ i ŋ k a r a n 
penginjak	p ə ŋ i n d ʒ a ʔ 
penginjilan	p ə ŋ i n d ʒ i l a n 
penginjil	p ə ŋ i n d ʒ i l 
péngin	p e ŋ i n 
penginsafan	p ə ŋ i n s a f a n 
pengintaian	p ə ŋ i n t a i a n 
pengintai	p ə ŋ i n t a i 
pengintip	p ə ŋ i n t i p 
pengionan	p ə ŋ i o n a n 
pengipas	p ə ŋ i p a s 
pengiraan	p ə ŋ i r a ʔ a n 
pengirikan	p ə ŋ i r i k a n 
pengirik	p ə ŋ i r i ʔ 
pengiriman	p ə ŋ i r i m a n 
pengirim	p ə ŋ i r i m 
pengiring	p ə ŋ i r i ŋ 
pengisahan	p ə ŋ i s a h a n 
pengisap	p ə ŋ i s a p 
pengisar	p ə ŋ i s a r 
pengisian	p ə ŋ i s i a n 
pengisi	p ə ŋ i s i 
pengkajian	p ə ŋ k a d ʒ i a n 
pengkaji	p ə ŋ k a d ʒ i 
péngkal	p e ŋ k a l 
pengkal	p ə ŋ k a l 
péngkar	p e ŋ k a r 
pengkhianatan	p ə ŋ ʔ h i a n a t a n 
pengkhianat	p ə ŋ ʔ h i a n a t 
pengkhotbah	p ə ŋ ʔ h o t b a h 
pengkhususan	p ə ŋ ʔ h u s u s a n 
pengki	p ə ŋ k i 
pengkis	p ə ŋ k i s 
pengklonan	p ə ŋ ʔ l o n a n 
péngkolan	p e ŋ k o l a n 
péngkol	p e ŋ k o l 
pengkomputeran	p ə ŋ k o m p u t ə r a n 
péngkor	p e ŋ k o r 
pengkritik	p ə ŋ ʔ r i t i ʔ 
penglihatannya	p ə ŋ l i h a t a n ɲ a  
penglihatan	p ə ŋ l i h a t a n 
pengobatan	p ə ŋ o b a t a n 
pengokohan	p ə ŋ o k o h a n 
pengolahan	p ə ŋ o l a h a n 
pengolah	p ə ŋ o l a h 
pengoperasian	p ə ŋ o p ə r a s i a n 
pengoptimuman	p ə ŋ o p t i m u m a n 
pengorbanan	p ə ŋ o r b a n a n 
pengorék	p ə ŋ o r e ʔ 
péngos	p e ŋ o s 
pengotakan	p ə ŋ o t a k a n 
pengrusakan	p ə ŋ r u s a k a n 
penguasaan	p ə ŋ u a s a ʔ a n 
penguasa	p ə ŋ u a s a 
penguatan	p ə ŋ u a t a n 
penguatkuasa	p ə ŋ u a t k u a s a 
penguat	p ə ŋ u a t 
pengubah-suaian	p ə ŋ u b a h - s u a i a n 
penguburan	p ə ŋ u b u r a n 
pengucapan	p ə ŋ u t ʃ a p a n 
pengucilan	p ə ŋ u t ʃ i l a n 
pengudaraan	p ə ŋ u d a r a ʔ a n 
pengudusan	p ə ŋ u d u s a n 
penguin	p ə ŋ u i n 
pengujian	p ə ŋ u d ʒ i a n 
penguji	p ə ŋ u d ʒ i 
pengukir	p ə ŋ u k i r 
pengukuhan	p ə ŋ u k u h a n 
pengukuran	p ə ŋ u k u r a n 
pengukur	p ə ŋ u k u r 
pengulangan	p ə ŋ u l a ŋ a n 
pengulas	p ə ŋ u l a s 
pengulun	p ə ŋ u l u n 
pengumpat	p ə ŋ u m p a t 
pengumpulan	p ə ŋ u m p u l a n 
pengumpul	p ə ŋ u m p u l 
pengumuman	p ə ŋ u m u m a n 
pengunci	p ə ŋ u n t ʃ i 
pengundang	p ə ŋ u n d a ŋ 
pengundian	p ə ŋ u n d i a n 
pengundi	p ə ŋ u n d i 
pengunduran	p ə ŋ u n d u r a n 
pengungkapan	p ə ŋ u ŋ k a p a n 
pengungsian	p ə ŋ u ŋ s i a n 
pengungsi	p ə ŋ u ŋ s i 
pengunjung	p ə ŋ u n d ʒ u ŋ 
pengupasan	p ə ŋ u p a s a n 
pengurangan	p ə ŋ u r a ŋ a n 
pengurang	p ə ŋ u r a ŋ 
pengurapan	p ə ŋ u r a p a n 
penguras	p ə ŋ u r a s 
pengurusan	p ə ŋ u r u s a n 
pengurus	p ə ŋ u r u s 
pengusaha	p ə ŋ u s a h a 
pengusik	p ə ŋ u s i ʔ 
pengusiran	p ə ŋ u s i r a n 
pengusir	p ə ŋ u s i r 
pengusung	p ə ŋ u s u ŋ 
pengusut	p ə ŋ u s u t 
pengutipan	p ə ŋ u t i p a n 
pengutusan	p ə ŋ u t u s a n 
pengutus	p ə ŋ u t u s 
peniaga	p ə n i a g a 
penikam	p ə n i k a m 
penikmatan	p ə n i ʔ m a t a n 
penilaian	p ə n i l a i a n 
penilai	p ə n i l a i 
penilik	p ə n i l i ʔ 
penimbang	p ə n i m b a ŋ 
penimbunan	p ə n i m b u n a n 
penindasan	p ə n i n d a s a n 
penindas	p ə n i n d a s 
penindih	p ə n i n d i h 
peninggalannya	p ə n i ŋ g a l a n ɲ a 
peninggalan	p ə n i ŋ g a l a n 
peningkatan	p ə n i ŋ k a t a n 
péning	p e n i ŋ 
pening	p ə n i ŋ 
peningset	p ə n i ŋ s ə t 
peninjauan	p ə n i n d ʒ a u a n 
peninjau	p ə n i n d ʒ a u 
péni	p e n i 
peni	p ə n i 
penipuan	p ə n i p u a n 
penipu	p ə n i p u 
peniruan	p ə n i r u a n 
peniru	p ə n i r u 
pénisilin	p e n i s i l i n 
pénis	p e n i s 
penista	p ə n i s t a 
péniténsi	p e n i t e n s i 
peniti	p ə n i t i 
peniupan	p ə n i u p a n 
peniup	p ə n i u p 
penjabat	p ə n d ʒ a b a t 
penjagaan	p ə n d ʒ a g a ʔ a n 
penjaga	p ə n d ʒ a g a 
penjahat	p ə n d ʒ a h a t 
penjahit	p ə n d ʒ a h i t 
penjajahan	p ə n d ʒ a d ʒ a h a n 
penjajah	p ə n d ʒ a d ʒ a h 
penjaja	p ə n d ʒ a d ʒ a 
penjajap	p ə n d ʒ a d ʒ a p 
penjala	p ə n d ʒ a l a 
penjalin	p ə n d ʒ a l i n 
penjamin	p ə n d ʒ a m i n 
penjarah	p ə n d ʒ a r a h 
penjara	p ə n d ʒ a r a 
penjaring	p ə n d ʒ a r i ŋ 
penjaruman	p ə n d ʒ a r u m a n 
penjawat	p ə n d ʒ a w a t 
penjebak	p ə n d ʒ ə b a ʔ 
penjejakan	p ə n d ʒ ə d ʒ a k a n 
penjelajah	p ə n d ʒ ə l a d ʒ a h 
penjelasan	p ə n d ʒ ə l a s a n 
penjelmaan	p ə n d ʒ ə l m a ʔ a n 
penjenayah	p ə n d ʒ ə n a j a h 
penjeprétan	p ə n d ʒ ə p r e t a n 
penjeprét	p ə n d ʒ ə p r e t 
penjernihan	p ə n d ʒ ə r n i h a n 
penjilat	p ə n d ʒ i l a t 
penjilid	p ə n d ʒ i l i d 
penjinak	p ə n d ʒ i n a ʔ 
penjiplak	p ə n d ʒ i p l a ʔ 
pénjor	p e n d ʒ o r 
penjualan	p ə n d ʒ u a l a n 
penjual	p ə n d ʒ u a l 
penjurian	p ə n d ʒ u r i a n 
penjuru	p ə n d ʒ u r u 
pénmés	p e n m e s 
penodongan	p ə n o d o ŋ a n 
penodong	p ə n o d o ŋ 
penolakan	p ə n o l a k a n 
pénologi	p e n o l o g i 
penolong	p ə n o l o ŋ 
penomoran	p ə n o m o r a n 
penonjolan	p ə n o n d ʒ o l a n 
penonton	p ə n o n t o n 
penopang	p ə n o p a ŋ 
penoréh	p ə n o r e h 
pén	p e n 
pen	p ə n 
pénsil	p e n s i l 
pénsi	p e n s i 
pénsiunan	p e n s i u n a n 
pénsiun	p e n s i u n 
penstabilan	p ə n s t a b i l a n 
penstérilan	p ə n s t e r i l a n 
penstrukturan	p ə n s t r u ʔ t u r a n 
penswastaan	p ə n s w a s t a ʔ a n 
pensyarah	p ə n s j a r a h 
pentahbisan	p ə n t a h b i s a n 
pental	p ə n t a l 
pentang	p ə n t a ŋ 
péntan	p e n t a n 
pentar	p ə n t a r 
pentas	p ə n t a s 
péntatonik	p e n t a t o n i ʔ 
penterjemah	p ə n t ə r d ʒ ə m a h 
péntil	p e n t i l 
pentil	p ə n t i l 
pentingnya	p ə n t i ŋ ɲ a 
penting	p ə n t i ŋ 
pentolan	p ə n t o l a n 
pentol	p ə n t o l 
pentungan	p ə n t u ŋ a n 
pentung	p ə n t u ŋ 
penuaian	p ə n u a i a n 
penuai	p ə n u a i 
penuangan	p ə n u a ŋ a n 
penuduh	p ə n u d u h 
penudung	p ə n u d u ŋ 
penugasan	p ə n u g a s a n 
penuhi	p ə n u h i 
penuhnya	p ə n u h ɲ a 
penuh	p ə n u h 
penukaran	p ə n u k a r a n 
penukar	p ə n u k a r 
penukul	p ə n u k u l 
penularan	p ə n u l a r a n 
penulisan	p ə n u l i s a n 
penulis	p ə n u l i s 
penumbuk	p ə n u m b u ʔ 
penumpahan	p ə n u m p a h a n 
penumpangan	p ə n u m p a ŋ a n 
penumpangnya	p ə n u m p a ŋ ɲ a 
penumpang	p ə n u m p a ŋ 
penumpasan	p ə n u m p a s a n 
penumpas	p ə n u m p a s 
penumpuan	p ə n u m p u a n 
penumpukan	p ə n u m p u k a n 
penundaan	p ə n u n d a ʔ a n 
penunda	p ə n u n d a 
penunggakan	p ə n u ŋ g a k a n 
penunggang	p ə n u ŋ g a ŋ 
penungguan	p ə n u ŋ g u a n 
penunggu	p ə n u ŋ g u 
penunjang	p ə n u n d ʒ a ŋ 
